lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
magistro	V1		VmF	2	1	0	1	0	1	116241(D8GD0),23829(m0105)	lemma/111285
magius	N2/1	*	Af-	2	1	0	0	1	1	59518(49160),116199(D8GE5)	lemma/63160
magmentarius	N2/1	*	Af-	2	1	0	1	0	1	23832(m0107),116275(D8GEC)	lemma/111287
magnaeuus	N2	m	NcB	2	1	0	1	0	1	116282(D8GEF),23835(m0110)	lemma/111291
magnanimis	N3A	*	Af-	2	1	0	1	0	1	116287(D8GF0),23837(m0112)	lemma/111294
magnanimitas	N3B	f	NcC	2	1	0	1	0	1	23838(m0113),116288(D8GF1)	lemma/111295
magnanimus	N2/1	*	Af-	2	1	0	1	0	1	116286(D8GF2),23839(m0112)	lemma/111293
magnarius	N2/1	*	Af-	2	1	0	1	0	1	23841(m0115),116289(D8GF4)	lemma/111297
magnificatio	N3B	f	NcC	2	1	0	1	0	1	23847(m0121),116300(D8GFD)	lemma/111305
magnificentia	N1	f	NcA	2	1	0	1	0	1	116301(D8GFF),23848(m0120)	lemma/111304
magnifico	V1		VmF	2	1	0	1	0	1	116299(D8GFC),23849(m0122)	lemma/111306
magnificus	N2/1	*	Af-	2	1	0	1	0	1	23850(m0123),116297(D8GFH)	lemma/111307
magnitas	N3B	f	NcC	2	1	0	1	0	1	116306(D8GG5),23857(m0128)	lemma/111315
magnitudo	N3B	f	NcC	2	1	0	1	0	1	23859(m0130),116307(D8GG6)	lemma/111317
magnus	N2	m	NcB	2	1	0	0	0	2	116279(D8GG9),116278(D8GG8)	lemma/63184
magnus	N2/1	*	Af-	3	1	0	1	1	1	116277(D8GG7),23861(m0132),59547(49232)	lemma/111319
magulum	N2	n	NcB	2	1	0	1	0	1	116316(D8GH1),23863(m0133)	lemma/111320
magus	N2	m	NcB	2	1	0	1	0	1	116198(D8GH3),23864(m0134)	lemma/111323
maia	N1	f	NcA	2	1	0	0	0	2	116330(D8GHH),116331(D8H00)	lemma/111242
maialis	N3B	m	NcC	2	1	0	1	0	1	116335(D8H03),23867(m0136)	lemma/111325
maiata	N1	f	NcA	2	1	0	0	0	2	116337(D8H04),116336(D8H05)	lemma/63210
maiestas	N3B	f	NcC	2	1	0	1	0	1	116348(D8H0H),23868(m0137)	lemma/111326
mailla	N1	f	NcA	2	1	0	0	0	2	116357(D8H18),116356(D8H17)	lemma/63226
mainagium	N2	n	NcB	2	1	0	0	0	2	116367(D8H1H),116366(D8H1G)	lemma/64685
maior	N3B	m	NcC	2	1	0	0	0	2	116382(D8H2F),116381(D8H2E)	lemma/63246
maioralis	N3A	*	Af-	2	1	0	0	0	2	116389(D8H31),116388(D8H30)	lemma/63249
maioria	N1	f	NcA	3	1	0	0	0	3	116398(D8H3D),116399(D8H3E),116400(D8H3G)	lemma/63257
maiorissa	N1	f	NcA	3	1	0	0	0	3	116406(D8H45),116407(D8H46),116408(D8H48)	lemma/63263
maioritas	N3B	f	NcC	5	1	0	0	0	5	116413(D8H49),116412(D8H4D),116411(D8H4A),116410(D8H4B),116409(D8H4C)	lemma/63264
maioro	V1		VmF	2	1	0	0	0	2	116386(D8H33),116384(D8H34)	lemma/63251
maiuma	N1	f	NcA	2	1	0	1	0	1	116437(D8H63),23875(m0144)	lemma/111333
mala	N1	f	NcA	3	1	0	1	0	2	116446(D8H6E),116447(D8H6F),23877(m0146)	lemma/111335
malagma	N3B	n	NcC	2	1	0	1	0	1	23886(m0154),116470(D8H79)	lemma/111344
malandria	N1	f	NcA	2	1	0	1	0	1	116472(D8H7C),23887(m0155)	lemma/111345
malannus	N2	m	NcB	2	1	0	0	0	2	116475(D8H7F),116474(D8H7E)	lemma/63312
malatus	N2/1	*	Af-	2	1	0	0	0	2	116480(D8H8A),116481(D8H8B)	lemma/63325
malaxo	V1		VmF	2	1	0	1	0	1	116488(D8H8C),23891(m0158)	lemma/111349
maledico	V3		VmH	2	1	0	1	0	1	23896(m9606),148241(D8HA3)	lemma/113284
malefactor	N3B	m	NcC	3	1	0	1	0	2	116518(D8HA9),116519(D8HAA),23902(m0171)	lemma/111362
malefactum	N2	n	NcB	2	1	0	1	0	1	116515(D8HAC),23903(m9499)	lemma/113274
maleficium	N2	n	NcB	4	1	0	1	0	3	23908(m0173),116528(D8HB4),116529(D8HB5),116527(D8HB3)	lemma/111370
maleficus	N2	m	NcB	2	1	0	1	0	1	23909(m0173),116526(D8HB7)	lemma/111368
malesuasus	N2/1	*	Af-	2	1	0	0	0	2	116545(D8HC5),116544(D8HC4)	lemma/63379
malia	N1	f	NcA	2	1	0	0	0	2	116573(D8HE0),116572(D8HDH)	lemma/63409
malignus	N2/1	*	Af-	2	1	0	1	0	1	23924(m0186),116584(D8HEC)	lemma/111384
maliloquium	N2	n	NcB	2	1	0	1	0	1	23926(m0190),116587(D8HED)	lemma/111390
malitas	N3B	f	NcC	2	1	0	1	0	1	116596(D8HF4),23930(m0193)	lemma/111393
malitia	N1	f	NcA	5	1	0	1	0	4	116597(D8HF5),116600(D8HF8),116599(D8HF7),116598(D8HF6),43695(m0194)	lemma/111394
malleator	N3B	m	NcC	2	1	0	1	0	1	116619(D8HG7),23934(m0197)	lemma/111398
malleo	V1		VmF	2	1	0	0	0	2	116621(D8HG6),116620(D8HG5)	lemma/63438
malleolum	N2	n	NcB	2	1	0	1	0	1	116625(D8HGD),23937(m0101)	lemma/111279
malleus	N2	m	NcB	5	1	0	1	0	4	116615(D8HH2),116618(D8HH5),116617(D8HH4),116616(D8HH3),23939(m0201)	lemma/111402
mallia	N1	f	NcA	2	1	0	0	0	2	116635(D8HH7),116636(D8HH8)	lemma/63451
mallo	N3B	m	NcC	2	1	0	1	0	1	116643(D8HHF),23940(m0202)	lemma/111403
mallo	V1		VmF	2	1	0	0	0	2	116610(D8HG3),116609(D8HG2)	lemma/63436
malluuiae	N1	f	NcA	2	1	0	1	0	1	116645(D9004),23942(m0205)	lemma/111406
malogranatum	N2	n	NcB	3	1	0	1	0	2	43696(m9602),116655(D900G),116654(D900F)	lemma/113280
malta	N1	f	NcA	3	1	0	0	0	3	116675(D901G),116676(D901H),116674(D901F)	lemma/111414
maluella	N1	f	NcA	2	1	0	1	0	1	116693(D9030),23954(m9215)	lemma/113271
malus	N2	m	NcB	2	1	0	1	0	1	23957(m9806),116451(D903C)	lemma/111421
mamillare	N3B	n	NcC	2	1	0	1	0	1	23962(m0222),116723(D904F)	lemma/111426
mamma	N1	f	NcA	2	1	0	1	0	1	116727(D9052),23964(m0224)	lemma/111428
mammo	V1		VmF	2	1	0	1	0	1	23972(m0230),116726(D9054)	lemma/111436
managium	N2	n	NcB	5	1	0	0	0	5	116752(D9069),116751(D9068),116754(D906B),116755(D906C),116753(D906A)	lemma/63553
manalis	N3A	*	Af-	2	1	0	1	0	1	23982(m0239),116761(D906H)	lemma/111446
manca	N1	f	NcA	3	1	0	0	0	3	116782(D9082),116783(D9083),116781(D9081)	lemma/63588
mancaria	N1	f	NcA	2	1	0	0	0	2	116794(D908C),116793(D908B)	lemma/63580
manceps	N3B	m	NcC	2	1	0	1	0	1	116822(D9090),23985(m0242)	lemma/111450
mancha	N1	f	NcA	2	1	0	0	0	2	116802(D9093),116801(D9094)	lemma/63588
mancia	N1	f	NcA	2	1	0	0	0	2	116805(D9098),116806(D9099)	lemma/63592
mancio	N3B	f	NcC	2	1	0	0	0	2	116811(D909E),116810(D909D)	lemma/63596
mancipatio	N3B	f	NcC	3	1	0	1	0	2	116828(D90A5),116829(D90A6),23990(m0246)	lemma/111454
mancipium	N2	n	NcB	5	1	0	1	0	4	116819(D90AG),116816(D90AC),116817(D90AD),116818(D90AE),23993(m0247)	lemma/111455
mancipo	V1		VmF	3	1	0	1	0	2	116813(D90A1),116814(D90A2),23994(m0252)	lemma/111460
mancus	N2/1	*	Af-	2	1	0	1	0	1	116784(D90BC),23995(m0253)	lemma/111461
manda	N1	f	NcA	3	1	0	0	0	3	116849(D90BH),116848(D90C1),116850(D90C0)	lemma/63622
mandamentum	N2	n	NcB	3	1	0	0	0	3	116859(D90CA),116860(D90CB),116858(D90C9)	lemma/63629
mandataria	N1	f	NcA	2	1	0	0	0	2	116880(D90D0),116879(D90CH)	lemma/63633
mandatarius	N2/1	*	Af-	3	1	0	0	0	3	116876(D90D2),116877(D90D3),116878(D90D4)	lemma/63635
mandatela	N1	f	NcA	2	1	0	1	0	1	116881(D90D5),23996(m0254)	lemma/111462
mandatio	N3B	f	NcC	2	1	0	0	0	2	116885(D90D9),116884(D90D8)	lemma/63638
mandator	N3B	m	NcC	5	1	0	1	0	4	23998(m0256),116887(D90DB),116889(D90DD),116888(D90DC),116886(D90DA)	lemma/111465
mandatorius	N2/1	*	Af-	3	1	0	1	0	2	116891(D90DF),116890(D90DE),23999(m0256)	lemma/111464
mandatrix	N3B	f	NcC	2	1	0	1	0	1	24000(m0258),116892(D90DG)	lemma/111467
mandatum	N2	n	NcB	11	1	0	1	0	10	116865(D90E0),116873(D90E9),116872(D90E8),116864(D90DH),116867(D90E2),116868(D90E4),116869(D90E5),116870(D90E6),116871(D90E7),116866(D90E1),24001(m9996)	lemma/113330
mandibula	N1	f	NcA	2	1	0	1	0	1	116896(D90EE),24003(m0259)	lemma/111468
mandibulum	N2	n	NcB	2	1	0	1	0	1	24004(m0259),116897(D90EF)	lemma/111469
mando	V1		VmF	2	1	0	1	0	1	24006(m0260),116847(D90CC)	lemma/111470
mandra	N1	f	NcA	2	1	0	1	0	1	116906(D90F6),24008(m0263)	lemma/111474
manducare	N3B	n	NcC	2	1	0	0	0	2	116917(D90FE),116918(D90FF)	lemma/63656
manducarium	N2	n	NcB	2	1	0	0	0	2	116916(D90G0),116915(D90FH)	lemma/63658
manduco	N3B	m	NcC	2	1	0	1	0	1	116922(D90G3),24014(m0270)	lemma/111482
manducus	N2	m	NcB	2	1	0	1	0	1	24016(m0271),116913(D90G4)	lemma/111483
mandum	N2	n	NcB	2	1	0	0	0	2	116845(D90G7),116846(D90G8)	lemma/63662
maneo	V2		VmG	3	1	0	1	0	2	24019(m0273),116744(D90H8),116745(D90H9)	lemma/111485
maneria	N1	f	NcA	3	1	0	0	0	3	116944(D90HD),116943(D90HC),116942(D90HB)	lemma/63680
maneries	N5	f	NcE	2	1	0	0	0	2	116945(D90HE),116946(D90HF)	lemma/63681
mangagna	N1	f	NcA	2	1	0	0	0	2	116954(D9106),116953(D9107)	lemma/63689
manganum	N2	n	NcB	3	1	0	1	0	2	116957(D910F),116958(D910G),24021(m0275)	lemma/111487
manganus	N2	m	NcB	2	1	0	0	0	2	116956(D9110),116955(D910H)	lemma/63697
mangia	N1	f	NcA	2	1	0	0	0	2	116970(D9117),116969(D9116)	lemma/63703
mango	N3B	m	NcC	10	1	0	1	0	9	116982(D911F),116983(D911G),116980(D911D),116979(D911C),116986(D9121),116984(D911H),116987(D9122),116985(D9120),116981(D911E),24022(m0276)	lemma/111488
mania	N1	f	NcA	3	1	0	1	0	2	117002(D9132),117003(D9133),24026(m0280)	lemma/111492
maniamentum	N2	n	NcB	2	1	0	0	0	2	117007(D9137),117006(D9136)	lemma/63727
manica	N1	f	NcA	7	1	0	1	0	6	117016(D913G),117017(D913H),117018(D9140),117019(D9141),117020(D9142),117015(D913F),24027(m0281)	lemma/111493
manico	V1		VmF	3	1	0	1	0	2	117014(D9147),117013(D9146),24030(m0283)	lemma/111495
manicula	N1	f	NcA	3	1	0	1	0	2	117032(D914G),117033(D914H),24032(m0286)	lemma/111498
manicum	N2	n	NcB	2	1	0	0	0	2	117012(D9154),117011(D9153)	lemma/63744
manifestarius	N2/1	*	Af-	2	1	0	1	0	1	117044(D915A),24033(m0287)	lemma/111499
manifestatio	N3B	f	NcC	2	1	0	1	0	1	117046(D915C),24034(m0288)	lemma/111500
manifestum	N2	n	NcB	2	1	0	0	0	2	117042(D915D),117043(D915E)	lemma/63751
maniflua	N1	f	NcA	2	1	0	0	0	2	117049(D9160),117048(D915H)	lemma/63753
manio	V1		VmF	4	1	0	0	0	4	116999(D9138),117001(D913B),116998(D913A),117000(D9139)	lemma/63728
manipolium	N2	n	NcB	2	1	0	0	0	2	117058(D9169),117057(D9168)	lemma/63761
manipula	N1	f	NcA	4	1	0	0	0	4	117060(D916B),117061(D916C),117062(D916D),117063(D916E)	lemma/63763
manipularius	N2/1	*	Af-	2	1	0	1	0	1	24047(m9564),117070(D9170)	lemma/113276
manipulum	N2	n	NcB	2	1	0	0	0	2	117065(D9173),117064(D9172)	lemma/63768
manipulus	N2	m	NcB	3	1	0	1	0	2	117068(D9176),117067(D9175),24049(m0301)	lemma/111514
manna	N1	f	NcA	5	1	0	2	0	3	24051(m0302),24052(m9981),117088(D9185),117087(D9184),117089(D9186)	lemma/113308
mannus	N2	m	NcB	3	1	0	1	0	2	24054(m0304),117091(D9195),117090(D9194)	lemma/111517
mansa	N1	f	NcA	2	1	0	0	0	2	117111(D919B),117112(D919C)	lemma/63804
mansio	N3B	f	NcC	2	1	0	1	0	1	117124(D91A4),24057(m0307)	lemma/111520
mansionarius	N2/1	*	Af-	5	1	0	1	0	4	117130(D91AE),117129(D91AD),117127(D91AB),117128(D91AC),24058(m0308)	lemma/111521
mansor	N3B	m	NcC	2	1	0	1	0	1	117146(D91BA),24061(m0311)	lemma/111525
mansuetudo	N3B	f	NcC	2	1	0	1	0	1	24070(m0320),117155(D91C1)	lemma/111534
mansura	N1	f	NcA	3	1	0	0	0	3	117157(D91C3),117158(D91C4),117159(D91C5)	lemma/63841
mantellum	N2	n	NcB	2	1	0	1	0	1	117177(D91DA),24072(m0322)	lemma/111537
mantellus	N2	m	NcB	4	1	0	0	0	4	117181(D91DD),117182(D91DE),117180(D91DC),117179(D91DB)	lemma/63861
mantia	N1	f	NcA	2	1	0	1	0	1	117191(D91E0),24074(m0323)	lemma/111538
mantica	N1	f	NcA	3	1	0	1	0	2	24075(m0324),117195(D91E3),117194(D91E2)	lemma/111539
manto	V1		VmF	2	1	0	1	0	1	117165(D91CC),24087(m0334)	lemma/111551
mantuelis	N3A	*	Af-	2	1	0	1	0	1	117207(D91F1),24088(m0335)	lemma/111552
mantum	N2	n	NcB	3	1	0	1	0	2	117164(D91F5),117163(D91F4),24089(m0336)	lemma/111553
manua	N1	f	NcA	2	1	0	1	0	1	24092(m0337),117210(D91F7)	lemma/111555
manuale	N3B	n	NcC	10	1	0	1	0	9	117217(D91FD),117216(D91FC),117215(D91FB),117214(D91FA),117213(D91F9),117212(D91F8),117219(D91FF),117220(D91FG),117218(D91FE),24093(m0338)	lemma/111557
manualia	N3B	n	NcC	3	1	0	0	0	3	117226(D91G1),117225(D91G0),117227(D91G2)	lemma/63880
manualis	N3B	m	NcC	3	1	0	0	0	3	117222(D91G4),117223(D91G5),117221(D91G3)	lemma/63881
manuaria	N1	f	NcA	2	1	0	0	0	2	117233(D91GC),117232(D91GB)	lemma/63885
manuarius	N2/1	*	Af-	2	1	0	1	0	1	24097(m0339),117231(D91GE)	lemma/111558
manuleuatio	N3B	f	NcC	3	1	0	0	0	3	117259(D9206),117260(D9207),117261(D9208)	lemma/63911
manumissio	N3B	f	NcC	2	1	0	1	0	1	24114(m0355),117263(D920D)	lemma/111578
manumissor	N3B	m	NcC	3	1	0	1	0	2	117264(D920E),117265(D920G),24115(m0356)	lemma/111579
manumitto	V3		VmH	2	1	0	0	0	2	148247(D9210),148246(D920H)	lemma/113286
manupretium	N2	n	NcB	2	1	0	1	0	1	24119(m0361),117281(D921G)	lemma/111584
manuteneo	V2		VmG	3	1	0	0	0	3	117289(D9229),117288(D9228),117287(D9227)	lemma/63937
manutergium	N2	n	NcB	2	1	0	1	0	1	117299(D9230),24122(m0364)	lemma/111587
manuterium	N2	n	NcB	2	1	0	0	0	2	117297(D9232),117296(D9231)	lemma/63945
manutigium	N2	n	NcB	2	1	0	1	0	1	117302(D9234),24123(m0365)	lemma/111588
maphorium	N2	n	NcB	2	1	0	0	0	2	117319(D9246),117318(D9245)	lemma/63964
mappa	N1	f	NcA	6	1	0	1	0	5	117327(D924F),117326(D924E),117325(D924D),117324(D924C),117323(D924A),24126(m9367)	lemma/113273
mappula	N1	f	NcA	2	1	0	1	0	1	117334(D9254),24127(m0368)	lemma/111591
mara	N1	f	NcA	3	1	0	0	0	3	117341(D925B),117342(D925C),117340(D925A)	lemma/63978
maragium	N2	n	NcB	2	1	0	0	0	2	117351(D9261),117350(D9260)	lemma/63984
marca	N1	f	NcA	3	1	0	0	0	3	117379(D9278),117380(D9279),117381(D927A)	lemma/64007
marcha	N1	f	NcA	4	1	0	0	0	4	117410(D9290),117411(D9291),117412(D9292),117409(D928H)	lemma/64007
marchetum	N2	n	NcB	2	1	0	0	0	2	117446(D92B3),117447(D92B4)	lemma/64055
marchia	N1	f	NcA	4	1	0	0	0	4	117457(D92BE),117458(D92BF),117455(D92BC),117456(D92BD)	lemma/64063
marchius	N2/1	*	Af-	2	1	0	0	0	2	117416(D92CH),117415(D92CG)	lemma/64079
marcho	V1		VmF	2	1	0	0	0	2	117407(D92A0),117408(D92A1)	lemma/64041
marchus	N2	m	NcB	2	1	0	0	0	2	117413(D92D7),117414(D92D8)	lemma/64087
marciagium	N2	n	NcB	2	1	0	0	0	2	117484(D92DC),117485(D92DD)	lemma/64089
marco	V1		VmF	2	1	0	0	0	2	117377(D9282),117378(D9283)	lemma/64041
marcor	N3B	m	NcC	2	1	0	1	0	1	24133(m0374),117501(D92EE)	lemma/111599
marculus	N2	m	NcB	3	1	0	1	0	2	24135(m0376),117505(D92F1),117504(D92F0)	lemma/111601
marcum	N2	n	NcB	2	1	0	0	0	2	117376(D92F3),117375(D92F2)	lemma/64109
mare	N3B	n	NcC	2	1	0	1	0	1	117339(D92G2),24138(m0378)	lemma/111604
maremma	N1	f	NcA	2	1	0	0	0	2	117531(D92H0),117530(D92GH)	lemma/64134
marescagium	N2	n	NcB	2	1	0	0	0	2	117537(D92H8),117538(D92H9)	lemma/64141
marga	N1	f	NcA	3	1	0	1	0	2	117554(D9308),117553(D9307),24139(m0379)	lemma/111605
margo	N3B	2	NcC	3	1	0	1	0	2	117571(D9318),117572(D9319),24150(m0388)	lemma/111616
mariagium	N2	n	NcB	2	1	0	0	0	2	117582(D9322),117581(D9321)	lemma/64180
marina	N1	f	NcA	2	1	0	1	0	1	117594(D932F),24153(m0391)	lemma/111620
marinus	N2	m	NcB	2	1	0	0	0	2	117595(D9337),117596(D9338)	lemma/64200
mariscus	N2	m	NcB	2	1	0	1	0	1	117610(D933H),24157(m0392)	lemma/111624
marita	N1	f	NcA	2	1	0	1	0	1	117616(D9343),24159(m0117)	lemma/111301
maritatio	N3B	f	NcC	3	1	0	0	0	3	117624(D934D),117622(D934B),117623(D934C)	lemma/64215
marito	V1		VmF	3	1	0	1	0	2	24164(m0396),117615(D9349),117614(D9348)	lemma/111628
marka	N1	f	NcA	2	1	0	0	0	2	117632(D9355),117631(D9354)	lemma/64223
marmaritis	N3B	f	NcC	2	1	0	1	0	1	117644(D935G),24167(m0398)	lemma/111630
marmor	N3B	m	NcC	3	1	0	0	0	3	117651(D9367),117650(D9366),117649(D9365)	lemma/64240
marmorarius	N2/1	*	Af-	2	1	0	1	0	1	24171(m0401),117652(D9369)	lemma/111634
marmoratum	N2	n	NcB	2	1	0	1	0	1	24173(m9805),117654(D936C)	lemma/113307
marmoro	V1		VmF	2	1	0	1	0	1	24175(m0404),117653(D9368)	lemma/111638
marones	N3B	m	NcC	2	1	0	1	0	1	117665(D9375),24179(m0408)	lemma/111642
marra	N1	f	NcA	2	1	0	1	0	1	117679(D937H),24180(m0409)	lemma/111643
marrelarius	N2/1	*	Af-	2	1	0	0	0	2	117686(D9388),117685(D9387)	lemma/64268
marro	V1		VmF	2	1	0	0	0	2	117678(D9386),117677(D9385)	lemma/64267
marscalcia	N1	f	NcA	3	1	0	0	0	3	117706(D939A),117705(D9399),117704(D9398)	lemma/64285
marsi	N2/1	*	Af-	2	1	0	0	1	1	60010(50199),150373(D939D)	lemma/13552
marticularius	N2/1	*	Af-	2	1	0	0	0	2	117735(D93B6),117736(D93B7)	lemma/64313
martiolus	N2	m	NcB	2	1	0	1	0	1	117747(D93C1),24184(m0413)	lemma/111647
martius	N2/1	*	Af-	4	1	0	0	1	3	117717(D93CA),117715(D93C8),117716(D93C9),60046(50251)	lemma/64328
martus	N2	m	NcB	2	1	0	0	0	2	117714(D93D3),117713(D93D4)	lemma/64338
martyra	N1	f	NcA	2	1	0	1	0	1	117763(D93D6),24186(m0414)	lemma/111648
martyrium	N2	n	NcB	3	1	0	1	0	2	117765(D93DE),117764(D93DD),24187(m0414)	lemma/111649
mas	N3A	*	Af-	2	1	0	1	0	1	116454(D9258),70238(m1952)	lemma/113263
mas	N3B	m	NcC	2	1	0	1	0	1	116450(D93E6),24188(m0417)	lemma/111653
mascla	N1	f	NcA	2	1	0	0	0	2	117811(D93G1),117812(D93G2)	lemma/64379
mascus	N2	m	NcB	2	1	0	0	0	2	117796(D93G9),117797(D93G8)	lemma/64383
massa	N1	f	NcA	6	1	0	1	0	5	117860(D9414),117861(D9415),117859(D9413),117858(D9412),117857(D9411),24198(m0425)	lemma/111662
massara	N1	f	NcA	2	1	0	0	0	2	117882(D9423),117883(D9424)	lemma/64439
massaria	N1	f	NcA	3	1	0	0	0	3	117888(D942A),117886(D9428),117887(D9429)	lemma/64441
massia	N1	f	NcA	2	1	0	0	0	2	117907(D943F),117906(D943E)	lemma/64462
masso	V1		VmF	3	1	0	1	0	2	117865(D9427),117864(D9426),24201(m0428)	lemma/111665
massum	N2	n	NcB	2	1	0	0	0	2	117863(D9450),117862(D944H)	lemma/64481
mastico	V1		VmF	3	1	0	1	0	2	24207(m0434),148252(D9457),148253(D9458)	lemma/111673
mastigophorus	N2	m	NcB	2	1	0	1	0	1	24210(m0436),117936(D945C)	lemma/111675
mastix	N3B	f	NcC	2	1	0	1	0	1	117932(D945H),43700(m0432)	lemma/111671
mastra	N1	f	NcA	3	1	0	0	0	3	117943(D9462),117942(D9461),117941(D9460)	lemma/64495
mastruca	N1	f	NcA	2	1	0	1	0	1	117944(D9463),24212(m0438)	lemma/111677
mastruga	N1	f	NcA	2	1	0	0	0	2	117945(D9464),117946(D9465)	lemma/111677
mata	N1	f	NcA	2	1	0	0	0	2	117962(D9474),117961(D9473)	lemma/64541
mataxa	N1	f	NcA	2	1	0	1	0	1	24218(m0444),117982(D9483)	lemma/111684
matella	N1	f	NcA	2	1	0	1	0	1	117983(D9485),24219(m0445)	lemma/111685
mater	N3B	f	NcC	4	1	0	1	0	3	118038(D9489),118037(D9488),118036(D9487),24222(m0448)	lemma/111688
materia	N1	f	NcA	2	1	0	1	0	1	117990(D948E),24225(m0451)	lemma/111691
materialis	N3A	*	Af-	2	1	0	1	0	1	117992(D948H),24226(m0452)	lemma/111693
materiarius	N2/1	*	Af-	2	1	0	1	0	1	24229(m0453),117994(D9492)	lemma/111694
materiola	N1	f	NcA	2	1	0	1	0	1	24235(m0457),117998(D9497)	lemma/111701
matertera	N1	f	NcA	2	1	0	1	0	1	118004(D949E),24237(m0459)	lemma/111703
mathesis	N3B	f	NcC	2	1	0	1	0	1	118019(D94AB),24241(m0462)	lemma/111708
matius	N2/1	*	Af-	2	1	0	0	1	1	60188(50486),117963(D94B8)	lemma/64565
matratum	N2	n	NcB	2	1	0	0	0	2	118043(D94BH),118044(D94C0)	lemma/64574
matricula	N1	f	NcA	2	1	0	1	0	1	118055(D94C7),24249(m0470)	lemma/111716
matrimonialis	N3A	*	Af-	3	1	0	1	0	2	118064(D94D0),118065(D94D1),24250(m0471)	lemma/111717
matrimonium	N2	n	NcB	2	1	0	1	0	1	24251(m0472),118062(D94D5)	lemma/111718
matrina	N1	f	NcA	2	1	0	0	0	2	118067(D94D8),118066(D94D7)	lemma/64592
matrix	N3B	f	NcC	3	1	0	1	0	2	118051(D94DC),118050(D94DB),24253(m0474)	lemma/111721
matrona	N1	f	NcA	2	1	0	1	0	1	118072(D94DF),24254(m0475)	lemma/111722
matta	N1	f	NcA	5	1	0	1	0	4	118082(D94E7),118081(D94E6),118079(D94E4),118080(D94E5),24260(m0481)	lemma/111728
mattea	N1	f	NcA	3	1	0	1	0	2	24262(m0483),118091(D94EE),118090(D94ED)	lemma/111730
mattici	N2	m	NcB	2	1	0	1	0	1	118094(D94EH),24264(m0485)	lemma/111732
mattiobarbulus	N2	m	NcB	2	1	0	1	0	1	118096(D94F2),24265(m0486)	lemma/111733
mattus	N2/1	*	Af-	2	1	0	0	0	2	118084(D94FB),118083(D94FA)	lemma/64619
maturitas	N3B	f	NcC	4	1	0	1	0	3	24272(m0492),118110(D94G0),118109(D94FH),118111(D94G1)	lemma/111739
matus	N2/1	*	Af-	2	1	0	1	0	1	24275(m0495),117959(D94G3)	lemma/111743
mauors	N3B	m	NcC	2	1	0	1	0	1	118125(D94H4),24280(m0498)	lemma/111747
mausoleum	N2	n	NcB	2	1	0	1	0	1	118140(D9504),24281(m0941)	lemma/112284
maxilla	N1	f	NcA	2	1	0	1	0	1	118155(D9510),24283(m0499)	lemma/111749
maximitas	N3B	f	NcC	2	1	0	1	0	1	118160(D9516),24285(m0501)	lemma/111751
mayeria	N1	f	NcA	2	1	0	0	0	2	118171(D951H),118172(D9520)	lemma/64679
maynamentum	N2	n	NcB	2	1	0	0	0	2	118179(D9528),118178(D9527)	lemma/64686
maza	N1	f	NcA	3	1	0	1	0	2	118191(D9533),118192(D9534),24288(m0504)	lemma/111754
mazarinus	N2	m	NcB	2	1	0	0	0	2	118200(D953C),118201(D953D)	lemma/64705
mazerius	N2/1	*	Af-	2	1	0	0	0	2	118207(D9543),118208(D9544)	lemma/64712
meabilis	N3A	*	Af-	2	1	0	1	0	1	24299(m0506),118222(D9550)	lemma/111757
meala	N1	f	NcA	2	1	0	0	0	2	118224(D9552),118225(D9553)	lemma/64727
meatim	I		X--	2	1	0	1	0	1	118227(D9555),24301(m0508)	lemma/111759
mechanicum	N2	n	NcB	2	1	0	1	0	1	24308(m0513),118239(D955F)	lemma/111767
mechanicus	N2	m	NcB	3	1	0	1	0	2	118238(D955H),118237(D955G),24309(m0513)	lemma/111766
meda	N1	f	NcA	3	1	0	0	0	3	118245(D9564),118244(D9563),118243(D9562)	lemma/64739
medalia	N1	f	NcA	2	1	0	0	0	2	118259(D956D),118260(D956E)	lemma/64748
medela	N1	f	NcA	2	1	0	1	0	1	24320(m0523),118264(D9571)	lemma/111777
medella	N1	f	NcA	3	1	0	0	0	3	118268(D9575),118269(D9576),118267(D9574)	lemma/111777
media	N1	f	NcA	3	1	0	0	0	3	118277(D957E),118278(D957F),118276(D957D)	lemma/64760
mediale	N3B	n	NcC	3	1	0	1	0	2	118282(D9582),118283(D9583),24324(m0527)	lemma/111782
medianus	N2/1	*	Af-	3	1	0	1	0	2	118288(D958B),118287(D958A),24328(m0528)	lemma/111783
mediastinus	N2	m	NcB	2	1	0	0	0	2	118296(D9592),118295(D9591)	lemma/111785
mediatio	N3B	f	NcC	2	1	0	1	0	1	118302(D9595),24331(m0531)	lemma/111787
mediator	N3B	m	NcC	4	1	0	1	0	3	24332(m0532),118303(D9596),118304(D9597),118305(D9598)	lemma/111788
medicabulum	N2	n	NcB	2	1	0	1	0	1	24336(m0538),118312(D959G)	lemma/111794
medicamentarius	N2/1	*	Af-	2	1	0	1	0	1	24340(m0540),118315(D95A2)	lemma/111796
medicina	N1	f	NcA	2	1	0	1	0	1	24346(m0545),118320(D95A7)	lemma/111804
medicino	V1		VmF	2	1	0	0	0	2	118319(D95AB),118318(D95AC)	lemma/64785
